"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","_name_or_path","_num_labels","adafactor","adam_beta1","adam_beta2","adam_epsilon","add_cross_attention","attention_probs_dropout_prob","auto_find_batch_size","batch_size","bf16","bf16_full_eval","chunk_size_feed_forward","data_seed","dataloader_drop_last","dataloader_num_workers","dataloader_pin_memory","ddp_backend","ddp_broadcast_buffers","ddp_bucket_cap_mb","ddp_find_unused_parameters","ddp_timeout","debug","deepspeed","directionality","disable_tqdm","diversity_penalty","do_eval","do_predict","do_sample","do_train","early_stopping","encoder_no_repeat_ngram_size","epochs","eval_accumulation_steps","eval_batch_size","eval_delay","eval_steps","evaluation_strategy","fp16","fp16_backend","fp16_full_eval","fp16_opt_level","fsdp","fsdp_config","fsdp_min_num_params","fsdp_transformer_layer_cls_to_wrap","full_determinism","gradient_accumulation_steps","gradient_checkpointing","greater_is_better","group_by_length","half_precision_backend","hidden_act","hidden_dropout_prob","hidden_size","hub_model_id","hub_private_repo","hub_strategy","hub_token","id2label.0","id2label.1","ignore_data_skip","include_inputs_for_metrics","initializer_range","intermediate_size","is_decoder","is_encoder_decoder","jit_mode_eval","label2id.LABEL_0","label2id.LABEL_1","label_names","label_smoothing_factor","layer_norm_eps","learning_rate","length_column_name","length_penalty","load_best_model_at_end","local_rank","log_level","log_level_replica","log_on_each_node","logging_dir","logging_first_step","logging_nan_inf_filter","logging_steps","logging_strategy","lr_scheduler_type","max_grad_norm","max_length","max_position_embeddings","max_steps","metric_for_best_model","min_length","model_type","mp_parameters","no_cuda","no_repeat_ngram_size","num_attention_heads","num_beam_groups","num_beams","num_hidden_layers","num_return_sequences","num_train_epochs","optim","optim_args","output_attentions","output_dir","output_hidden_states","output_past","output_scores","overwrite_output_dir","pad_token_id","past_index","per_device_eval_batch_size","per_device_train_batch_size","per_gpu_eval_batch_size","per_gpu_train_batch_size","pooler_fc_size","pooler_num_attention_heads","pooler_num_fc_layers","pooler_size_per_head","pooler_type","position_embedding_type","prediction_loss_only","push_to_hub","push_to_hub_model_id","push_to_hub_organization","push_to_hub_token","ray_scope","remove_invalid_values","remove_unused_columns","repetition_penalty","report_to","resume_from_checkpoint","return_dict","return_dict_in_generate","run_name","save_on_each_node","save_safetensors","save_steps","save_strategy","save_total_limit","seed","sharded_ddp","skip_memory_metrics","temperature","tf32","tf_legacy_loss","tie_encoder_decoder","tie_word_embeddings","top_k","top_p","torch_compile","torch_compile_backend","torch_compile_mode","torchdynamo","torchscript","tpu_metrics_debug","tpu_num_cores","train_batch_size","transformers_version","type_vocab_size","typical_p","use_bfloat16","use_cache","use_ipex","use_legacy_prediction_loop","use_mps_device","vocab_size","warmup_ratio","warmup_steps","weight_decay","xpu_backend","eval/accuracy","eval/loss","eval/runtime","eval/samples_per_second","eval/steps_per_second","train/epoch","train/global_step","train/learning_rate","train/loss","train/total_flos","train/train_loss","train/train_runtime","train/train_samples_per_second","train/train_steps_per_second"
"avid-sweep-11","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:58:11.000Z","349","l8ouv58c","g63cumhc","","","2023-08-07T17:04:00.000Z","2023-08-07T17:04:00.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","16","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.00002164899466091255","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-58-18_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","16","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","16","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.1","None","0.9206349206349206","0.4699600338935852","2.3356","188.82","23.977","5","1240","0","0.0304","2608746113894400","0.16378174904854068","334.3969","59.301","3.708"
"dashing-sweep-10","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:52:21.000Z","348","l8ouv58c","ayzpy427","","","2023-08-07T16:58:09.000Z","2023-08-07T16:58:09.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","16","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.0000458931016274063","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-52-27_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","16","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","16","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.01","None","0.9024943310657596","0.607603132724762","2.336","188.785","23.973","5","1240","0","0.0247","2608746113894400","0.16393958060972152","331.7529","59.773","3.738"
"jolly-sweep-9","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:46:29.000Z","349","l8ouv58c","it6um08q","","","2023-08-07T16:52:18.000Z","2023-08-07T16:52:18.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","16","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.0005990588270580755","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-46-35_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","16","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","16","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.001","None","0.63718820861678","0.6592302918434143","2.3155","190.458","24.185","5","1240","0","0.6758","2608746113894400","0.6790417825022051","334.1592","59.343","3.711"
"pleasant-sweep-8","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:40:32.000Z","352","l8ouv58c","dj7s4gam","","","2023-08-07T16:46:24.000Z","2023-08-07T16:46:24.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","16","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.000039365287197382074","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-40-39_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","16","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","16","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.5","None","0.90702947845805","0.5662720203399658","2.3389","188.55","23.943","5","1240","0","0.023","2608746113894400","0.15186334502312446","334.4497","59.291","3.708"
"snowy-sweep-7","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:34:04.000Z","383","l8ouv58c","lkjd2qnd","","","2023-08-07T16:40:27.000Z","2023-08-07T16:40:27.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","8","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.00003537155951528872","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-34-16_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","8","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","8","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.1","None","0.9160997732426304","0.5006563663482666","2.331","189.19","24.024","5","2480","0","0.0358","2608746113894400","0.18938241081853063","362.2133","54.747","6.847"
"comic-sweep-6","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:28:08.000Z","350","l8ouv58c","cgc986cc","","","2023-08-07T16:33:58.000Z","2023-08-07T16:33:58.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","16","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.00004456488128742367","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-28-14_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","16","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","16","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.001","None","0.9138321995464852","0.5511569976806641","2.3394","188.506","23.937","5","1240","0","0.0184","2608746113894400","0.1616504503834632","334.8332","59.224","3.703"
"warm-sweep-5","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:22:12.000Z","355","l8ouv58c","hvmsfstr","","","2023-08-07T16:28:07.000Z","2023-08-07T16:28:07.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","16","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.000010142876970168002","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-22-24_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","16","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","16","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.5","None","0.8979591836734694","0.4597882032394409","2.3348","188.883","23.985","5","1240","0","0.0721","2608746113894400","0.2015052810792","334.4366","59.294","3.708"
"comfy-sweep-4","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:16:15.000Z","351","l8ouv58c","gzwsk266","","","2023-08-07T16:22:06.000Z","2023-08-07T16:22:06.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","16","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.000025112861838581664","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-16-21_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","16","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","16","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.01","None","0.909297052154195","0.5433241724967957","2.3357","188.81","23.976","5","1240","0","0.0273","2608746113894400","0.1653541018885951","336.6234","58.909","3.684"
"rich-sweep-3","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:10:24.000Z","350","l8ouv58c","i0ih0mtf","","","2023-08-07T16:16:14.000Z","2023-08-07T16:16:14.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","16","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.000013179437357014552","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-10-30_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","16","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","16","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.1","None","0.8979591836734694","0.4851274788379669","2.3305","189.227","24.029","5","1240","0","0.0563","2608746113894400","0.18524635761014877","334.0244","59.367","3.712"
"smart-sweep-2","7460r8iv","finished","-","aphuongle95","","2023-08-07T16:04:33.000Z","348","l8ouv58c","tt4u4099","","","2023-08-07T16:10:21.000Z","2023-08-07T16:10:21.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","16","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.0009700910453807948","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_18-04-39_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","16","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","16","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.001","None","0.63718820861678","0.6594762802124023","2.2901","192.569","24.453","5","1240","0","0.6759","2608746113894400","0.6828780389601184","333.8432","59.399","3.714"
"lively-sweep-1","7460r8iv","finished","-","aphuongle95","","2023-08-07T15:58:07.000Z","382","l8ouv58c","bg2il36c","","","2023-08-07T16:04:29.000Z","2023-08-07T16:04:29.000Z","phuong-WS-C621E-SAGE-Series","","","","1","NVIDIA GeForce RTX 2080 Ti","FPTAI/vibert-base-cased","2","false","0.9","0.999","1e-8","false","0.1","false","8","false","false","0","None","false","0","true","None","None","None","None","1800","[]","None","bidi","false","0","true","false","false","false","false","0","5","None","8","0","None","epoch","false","auto","false","O1","[]","{'fsdp_min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}","0","None","false","1","false","false","false","auto","gelu","0.1","768","None","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","0.02","3072","false","false","false","0","1","None","0","1e-12","0.00006761003952824997","length","1","true","0","passive","warning","true","seq-classification-sweeps/runs/Aug07_17-58-13_phuong-WS-C621E-SAGE-Series","false","true","500","epoch","linear","1","20","512","-1","loss","0","bert","","false","0","12","1","1","12","1","5","adamw_hf","None","false","seq-classification-sweeps","false","true","false","false","0","-1","8","8","None","None","768","12","3","128","first_token_transform","absolute","false","false","None","None","<PUSH_TO_HUB_TOKEN>","last","false","true","1","['wandb']","None","true","false","seq-classification-sweeps","false","false","500","epoch","None","42","[]","true","1","None","false","false","true","50","1","false","None","None","None","false","false","None","8","4.31.0","2","1","false","true","false","false","false","38168","0","0","0.1","None","0.8888888888888888","0.6924993395805359","2.3699","186.081","23.629","5","2480","0","0.0411","2608746113894400","0.2237290351621566","365.427","54.265","6.787"